Index	Camber	T1	T2	T3	Cp_moy	Cp_max	Reward
4	0.2620730937230798	0.08	0.08	0.07189106650809755	-0.22512364573476698	0.0006271333333333334	-0.17997348992114692
4	0.33624031797029713	0.05488511012341679	0.06441226112983069	0.0636753887085602	-0.27592412222222223	-0.033821000000000004	-0.22750349777777779
5	0.09999999999999998	0.07787451959858133	0.06602617099592632	0.0761782055747299	-0.2486878472759857	0.012916444444444444	-0.19636698893189966
5	0.17015675704409622	0.08	0.08	0.07598752771868383	-0.2294376949103943	0.02101522222222222	-0.17934711148387103
5	0.1552585468533921	0.08	0.06922624657852261	0.0697760691321786	-0.23839022964157705	0.033381999999999995	-0.18403578371326165
5	0.19247708505902572	0.0785323387669915	0.06037649196672727	0.08	-0.22875028082437274	0.030434777777777776	-0.17691326910394264
5	0.21043240191183374	0.08	0.08	0.06905503232555311	-0.22862996086021506	0.018443444444444443	-0.17921527979928314
5	0.2865974632943334	0.07507246216148275	0.07777816733801556	0.07035925912686171	-0.225932635483871	-0.03413311111111111	-0.18757273060931903
5	0.3871660650436956	0.051227549465323104	0.07083200891113385	0.07888187392369117	-0.26920916953405016	-0.065883	-0.22854393562724015
5	0.47980470705656886	0.05334251267213688	0.08	0.08	-0.26981919749103944	-0.02883911111111111	-0.22162318021505378
6	0.1426924103534971	0.06705070218427447	0.07998738228105703	0.08	-0.2623441052329749	-0.008617955555555555	-0.21159887529749105
6	0.09999999999999998	0.07964152234980992	0.0642162226514089	0.07773915685017577	-0.25375866200716846	0.025582555555555556	-0.19789041849462366
6	0.12707421009304992	0.08	0.07407933982095488	0.06308639118649492	-0.24776282365591398	-0.022369444444444445	-0.2026841478136201
6	0.18020474957163063	0.073768927512438	0.07729880884089695	0.07454550732946058	-0.23931832258064517	-0.01613111111111111	-0.19468088028673836
6	0.21656656895666496	0.07769435545377743	0.08	0.07158061980017605	-0.23054972953405017	-0.010612155555555556	-0.18656221473835125
6	0.18904766378868443	0.07570548824477623	0.08	0.05972091715981632	-0.2506004497849462	-0.00923721111111111	-0.2023278020501792
6	0.2766585409980154	0.07335232930918525	0.06113231655495587	0.06580806182482299	-0.24623884157706094	-0.04597377777777778	-0.20618582881720432
6	0.251763846700477	0.08	0.0739860757946991	0.05812354889771701	-0.2311683673835125	-0.04239922222222222	-0.19341453835125447
7	0.09999999999999998	0.08	0.08	0.08	-0.2505150867383512	0.013752777777777777	-0.19766151383512542
7	0.22532667423285996	0.07861896798581432	0.07740370718123259	0.08	-0.23006749713261648	-0.015217888888888888	-0.187097575483871
7	0.24655162078174464	0.08	0.08	0.07091021030126077	-0.22041449405017918	0.0023024	-0.17587111524014334
7	0.22618127236080368	0.08	0.07221738480228174	0.0736829106220997	-0.225004714516129	0.011038455555555556	-0.1777960805017921
7	0.31137922359629344	0.08	0.08	0.08	-0.2085258403584229	0.009738044444444444	-0.16487306339784943
7	0.25715329437894957	0.08	0.08	0.06193588018416184	-0.23489559139784946	-0.04479244444444445	-0.19687496200716847
7	0.28482335397162223	0.08	0.08	0.06615297528826417	-0.21038360261648748	0.011650111111111111	-0.16597685987096777
7	0.24015092681234332	0.08	0.08	0.06710815299389462	-0.22743966451612901	-0.028418666666666665	-0.18763546494623656
8	0.36240064430673397	0.08	0.073792015263424	0.06502656005475249	-0.2148129158249158	-0.033077555555555554	-0.17846584377104377
8	0.2157019332848152	0.06902193176672974	0.0703116150980346	0.08	-0.2396338358422939	-0.040646999999999996	-0.19983646867383514
8	0.25578875836761283	0.08	0.08	0.08	-0.2234848696057348	-0.0065833111111111104	-0.18010455790681007
8	0.26140551310762794	0.08	0.08	0.07964336818674815	-0.2145452024014337	-0.0026449666666666666	-0.1721651552544803
8	0.3009985856068153	0.0763831247932826	0.08	0.06799292077505331	-0.22226662655913976	0.0074001	-0.17633328124731182
8	0.353047294775549	0.08	0.06627906665844938	0.07046169570032661	-0.2316181698924731	-0.013711444444444445	-0.18803682480286737
8	0.3841476975733029	0.08	0.07047966194375108	0.06694539376543768	-0.23040766881720431	-0.0011616666666666665	-0.1845584683870968
8	0.38021687556508676	0.08	0.08	0.06630142881723444	-0.22493259103942653	-0.02385588888888889	-0.184717250609319
9	0.15786133684865336	0.07566337056733342	0.08	0.07475505171482921	-0.23918028032258068	0.04734411111111111	-0.18187540203584232
9	0.2335042985939586	0.07692788043983646	0.08	0.07253632550636988	-0.22474102365591395	0.054259888888888885	-0.1689408411469534
9	0.2573049111549987	0.06642506531788098	0.07624096316121762	0.06977012267683921	-0.23965787491039428	-0.036733888888888885	-0.19907307770609323
9	0.2852472671116933	0.07600359434136736	0.07926102431338299	0.0702787553025518	-0.21732449899641576	0.0030265333333333332	-0.17325429253046595
9	0.3063999965462163	0.08	0.07978766158823081	0.07931636848580648	-0.2054690211469534	-0.02872522222222222	-0.1701202613620072
9	0.25496696309525585	0.08	0.08	0.06781010757032725	-0.2238259429390681	-0.0036588666666666665	-0.1797925276845878
9	0.32942051117582116	0.06638490200509793	0.07560956392205533	0.060505500885782486	-0.23993597964157704	-0.009792355555555556	-0.19390725482437274
9	0.35376021429902865	0.08	0.08	0.06559711673856258	-0.22199998458781361	-0.01687433333333333	-0.18097485433691757
10	0.19554490695452043	0.07843847330548528	0.07296611925528242	0.06977676396290662	-0.23253487727598565	0.0071171555555555556	-0.18460447070967742
10	0.2942372782711664	0.0773926281360409	0.07754987512473088	0.08	-0.20995638602150535	0.021089666666666666	-0.16374717548387094
10	0.2678536938699425	0.07933496410618937	0.07584533237987126	0.07268415531186473	-0.22330411777777773	-0.007888444444444444	-0.1802209831111111
10	0.20955078901899363	0.07783450133506367	0.08	0.06871584013600225	-0.2308336283154122	0.015175444444444445	-0.18163181376344087
10	0.2620261180113142	0.0761021119660188	0.08	0.0747927144089917	-0.2252685620071684	-0.040997	-0.18841424960573475
10	0.28398234959260377	0.07760441268159836	0.08	0.08	-0.21072510376344086	-0.010279055555555555	-0.1706358941218638
10	0.25685733312708525	0.07850599020078036	0.07766391838809317	0.08	-0.22494368011827953	0.0009967188888888889	-0.17975560031684587
10	0.31485534265026743	0.07859771254045991	0.07699653483823854	0.0767108269047179	-0.20685015920788533	0.025746333333333333	-0.1603308606996416
11	0.2770665677086569	0.0767807467800011	0.07851669812795006	0.08	-0.22079552473118283	-0.03540611111111111	-0.18371764200716847
11	0.2803081064289864	0.07419073442155341	0.08	0.07833262128435017	-0.22803325663082438	-0.01908211111111111	-0.18624302752688174
11	0.30623999145017716	0.08	0.07486473913332292	0.07705122150297587	-0.21306078315412186	-0.032182555555555555	-0.1768851376344086
11	0.33845905945591037	0.07826193034803788	0.07824836740789004	0.07972871338628723	-0.21104840193548385	0.03419311111111111	-0.16200009932616485
11	0.3562327496098002	0.07829604496858364	0.0753867325817178	0.07777771075297032	-0.21177039605734768	-0.01465388888888889	-0.17234709462365594
11	0.3824565466371537	0.07871821806121262	0.08	0.07518304703543555	-0.21167144838709673	-0.021315444444444446	-0.17360024759856627
11	0.3974176959025749	0.08	0.07686785790260867	0.07390953467606634	-0.20903758154121865	0.005843033333333333	-0.16606145856630827
11	0.40316293203004416	0.07583968090089574	0.0743350621547131	0.06770790040223165	-0.2365200853046595	-0.03138922222222222	-0.19549391268817207
12	0.35830097599753846	0.07988094942320742	0.0773501878589936	0.08	-0.20803862795698924	0.021097777777777778	-0.16221134681003585
12	0.3322030187054742	0.07701188921956839	0.07860072972660517	0.08	-0.20995841093189963	0.033673555555555554	-0.1612320176344086
12	0.32420657793244423	0.07863242480452766	0.0786338997013075	0.08	-0.2058746322580645	-0.03651611111111111	-0.1720029280286738
12	0.3663282026157769	0.07827719429955583	0.07606226949560191	0.07801268749796589	-0.21328883684587815	-0.004959977777777778	-0.1716230650322581
12	0.3595721947079579	0.07945645783847782	0.08	0.07606633465518414	-0.21255042204301075	0.026100666666666668	-0.1648202043010753
12	0.3799041909385941	0.08	0.07585539804419858	0.0679913205985584	-0.2183238817204301	-0.029733999999999997	-0.1806059053763441
12	0.349106682041327	0.08	0.07740081818999558	0.07001589288249754	-0.21798070390681004	0.0013682333333333333	-0.17411091645878138
12	0.45565261669017043	0.08	0.07818137140731654	0.0757619783441616	-0.234210886344086	0.022465999999999996	-0.1828755090752688
13	0.29014291501161454	0.07910632051761628	0.07946797731809206	0.07949226329730955	-0.2181667487455197	-0.03298966666666667	-0.1811313323297491
13	0.2985979116625175	0.07845918880484137	0.07838944579509718	0.07180850327340316	-0.21788845053763442	-0.031134333333333333	-0.1805376270967742
13	0.28409687954497215	0.07931989199730123	0.07570204581352195	0.07708222219563404	-0.21827662150537633	-0.013369888888888888	-0.17729527498207887
13	0.2932879177202086	0.07891796935569845	0.08	0.08	-0.21352015612903227	-0.008897177777777777	-0.17259556045878138
13	0.387872657303358	0.08	0.08	0.08	-0.204186970609319	-0.018191555555555555	-0.1669878875985663
13	0.3647108143708312	0.07453005719461418	0.07885809480683138	0.07870427161468506	-0.21525173763440858	-0.018741	-0.1759495901075269
13	0.36152337267742374	0.07634644275852363	0.07666090875185974	0.0772032348470362	-0.21370824982078854	-0.01971422222222222	-0.1749094443010753
13	0.42660990103881286	0.07909339091272061	0.07767915859842515	0.08	-0.21880102347670252	0.009307944444444443	-0.17317922989247314
14	0.2957365522846305	0.07866822471135748	0.08	0.08	-0.21070685551971322	-0.009765988888888888	-0.17051868219354835
14	0.34018733465926887	0.07973869368607903	0.07778520563192039	0.08	-0.21070251881720428	0.005182055555555555	-0.16752560394265234
14	0.2969803792753984	0.07952666768862998	0.07885059728495787	0.07478726221743401	-0.215245826594982	0.009184866666666666	-0.1703596879426523
14	0.3658551624271426	0.07870343867481008	0.08	0.07957296265132704	-0.20438873193548387	0.009720855555555555	-0.161566814437276
14	0.35085682583337496	0.08	0.07831496112465829	0.07428594334415903	-0.20898741727598563	0.017756222222222222	-0.16363868937634407
14	0.4004156977355883	0.07935484980393082	0.08	0.08	-0.20987933849462365	0.013265111111111111	-0.1652504485734767
14	0.37674434903070475	0.07989266504597653	0.08	0.0787585690207841	-0.20578425003584228	-0.007130177777777778	-0.1660534355842294
14	0.4927416394344262	0.07899036046183053	0.07917625730697098	0.076833125221328	-0.2513551602150538	-0.02162288888888889	-0.2054087059498208
15	0.29320093849129947	0.07842319216617685	0.08	0.08	-0.21263572365591396	-0.03438555555555555	-0.1769856900358423
15	0.29295120978102074	0.07876452224572288	0.07848612087887204	0.08	-0.21921491254480285	-0.015097666666666665	-0.1783914633691756
15	0.3725025545901707	0.08	0.07848786138617689	0.07313686500978364	-0.21289374129032254	-0.005017355555555555	-0.17131846414336915
15	0.39497262915567843	0.08	0.08	0.07879504526615776	-0.20744262150537632	0.011853444444444444	-0.16358340831541218
15	0.3754284587501185	0.08	0.08	0.08	-0.206523741218638	-0.016433555555555555	-0.16850570408602153
15	0.38477082716902433	0.07842100672235891	0.07873016305440225	0.07696918243536643	-0.21099717935483875	-0.0059656	-0.169990863483871
15	0.409542655306756	0.08	0.08	0.07513893078356015	-0.2180214241218638	0.0067450777777777774	-0.17306812374193548
15	0.429095444369855	0.07792304902951241	0.07945294205693908	0.07786928329178291	-0.21940696652329747	-0.009442733333333333	-0.17741411988530464
16	0.3243497126621677	0.07977531300752908	0.08	0.07919985874334273	-0.20763640856630822	-0.010691988888888889	-0.16824752463082435
16	0.37458302816923666	0.08	0.08	0.07921658875557397	-0.20478768494623656	-0.021616666666666666	-0.1681534812903226
16	0.40513677451998	0.07954935528297245	0.08	0.08	-0.20786663792114696	0.0067358	-0.16494615033691756
16	0.39466244613413554	0.07976924888029681	0.07766755479593798	0.07743668938858153	-0.21009286376344086	-0.009341877777777778	-0.16994266656630824
16	0.4602250962914269	0.08	0.07902894953226688	0.0794185506980836	-0.22450480007168458	-0.008095688888888888	-0.18122297783512545
16	0.4022984314194813	0.07986758239971886	0.07793540266756602	0.07952805223850924	-0.21326921440860214	0.024241555555555554	-0.1657670604157706
16	0.44529096621926506	0.07971207743490366	0.07868488472051129	0.07737248463030047	-0.21044477329749098	-0.0041896	-0.16919373863799278
16	0.44529096621926506	0.07971207743490366	0.07868488472051129	0.07737248463030047	-0.21044477329749098	-0.0041896	-0.16919373863799278
